city,ward,issue_type,reported_date,acknowledged_date,action_start_date,resolved_date,status,resolution_time_days,source_file
bengaluru,yelahanka,broken streetlight,2023-10-25,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,broken streetlight,2023-10-25,2023-10-26 00:00:00,2023-10-30 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-10-25,2023-10-26 00:00:00,2023-10-28 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-10-26,2023-10-29 00:00:00,2023-10-31 00:00:00,2023-11-08 00:00:00,resolved,13.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-10-26,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,damaged footpath,2023-10-26,2023-10-26 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-10-26,2023-10-29 00:00:00,2023-10-30 00:00:00,2023-11-11 00:00:00,resolved,16.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,damaged footpath,2023-10-27,2023-10-29 00:00:00,2023-11-01 00:00:00,2023-12-03 00:00:00,resolved,37.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,broken streetlight,2023-10-27,2023-10-27 00:00:00,2023-10-31 00:00:00,2023-11-20 00:00:00,resolved,24.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-10-27,2023-10-29 00:00:00,2023-11-03 00:00:00,2023-11-12 00:00:00,resolved,16.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,sewage issue,2023-10-27,2023-10-28 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-10-28,2023-10-30 00:00:00,2023-11-04 00:00:00,2023-11-11 00:00:00,resolved,14.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-10-28,2023-10-30 00:00:00,2023-11-04 00:00:00,2023-11-14 00:00:00,resolved,17.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-10-28,2023-10-29 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,water supply issue,2023-10-29,2023-11-01 00:00:00,2023-11-06 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-10-29,2023-10-29 00:00:00,2023-11-03 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-10-29,2023-10-31 00:00:00,2023-11-05 00:00:00,2023-11-25 00:00:00,resolved,27.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-10-29,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,pothole,2023-10-29,2023-10-30 00:00:00,2023-11-01 00:00:00,2023-11-18 00:00:00,resolved,20.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,sewage issue,2023-10-30,2023-11-01 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-10-30,2023-10-31 00:00:00,2023-11-02 00:00:00,2023-11-07 00:00:00,resolved,8.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,water supply issue,2023-10-30,2023-11-02 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,garbage overflow,2023-10-31,2023-10-31 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,pothole,2023-10-31,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,pothole,2023-10-31,2023-11-02 00:00:00,2023-11-07 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-10-31,2023-10-31 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-11-01,2023-11-02 00:00:00,2023-11-07 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-11-01,2023-11-04 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-11-01,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-02,2023-11-04 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,sewage issue,2023-11-02,2023-11-03 00:00:00,2023-11-04 00:00:00,2023-11-19 00:00:00,resolved,17.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-11-03,2023-11-03 00:00:00,2023-11-05 00:00:00,2023-12-06 00:00:00,resolved,33.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,water supply issue,2023-11-04,2023-11-04 00:00:00,2023-11-08 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,water supply issue,2023-11-04,2023-11-06 00:00:00,2023-11-11 00:00:00,2023-11-16 00:00:00,resolved,12.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-11-04,2023-11-06 00:00:00,2023-11-09 00:00:00,2023-12-03 00:00:00,resolved,29.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-05,2023-11-06 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-11-05,2023-11-07 00:00:00,2023-11-12 00:00:00,2023-12-27 00:00:00,resolved,52.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,pothole,2023-11-05,2023-11-08 00:00:00,2023-11-10 00:00:00,2023-11-19 00:00:00,resolved,14.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,garbage overflow,2023-11-06,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,garbage overflow,2023-11-06,2023-11-09 00:00:00,2023-11-13 00:00:00,2023-11-24 00:00:00,resolved,18.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,garbage overflow,2023-11-06,2023-11-09 00:00:00,2023-11-13 00:00:00,2023-12-09 00:00:00,resolved,33.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,water supply issue,2023-11-06,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,water supply issue,2023-11-07,2023-11-10 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-11-07,2023-11-08 00:00:00,2023-11-12 00:00:00,2023-11-18 00:00:00,resolved,11.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-11-07,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-11-08,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-09,2023-11-12 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-11-09,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-11-09,2023-11-09 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-11-10,2023-11-11 00:00:00,2023-11-12 00:00:00,2023-11-17 00:00:00,resolved,7.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-11-10,2023-11-12 00:00:00,2023-11-15 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,water supply issue,2023-11-10,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-11-10,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,pothole,2023-11-11,2023-11-12 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-11-11,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,sewage issue,2023-11-11,2023-11-14 00:00:00,2023-11-19 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-11-11,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-11,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-11-11,2023-11-12 00:00:00,2023-11-17 00:00:00,2023-12-05 00:00:00,resolved,24.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,garbage overflow,2023-11-12,2023-11-12 00:00:00,2023-11-15 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-11-12,2023-11-14 00:00:00,2023-11-17 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-11-12,2023-11-13 00:00:00,2023-11-17 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,pothole,2023-11-12,2023-11-14 00:00:00,2023-11-15 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,water supply issue,2023-11-12,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,sewage issue,2023-11-13,2023-11-13 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-11-13,2023-11-16 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,water supply issue,2023-11-14,2023-11-17 00:00:00,2023-11-21 00:00:00,2023-11-28 00:00:00,resolved,14.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-14,2023-11-14 00:00:00,2023-11-15 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,sewage issue,2023-11-14,2023-11-15 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-11-14,2023-11-14 00:00:00,2023-11-17 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,garbage overflow,2023-11-14,2023-11-17 00:00:00,2023-11-19 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,pothole,2023-11-15,2023-11-18 00:00:00,2023-11-21 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,pothole,2023-11-15,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,garbage overflow,2023-11-15,2023-11-17 00:00:00,2023-11-22 00:00:00,2023-11-30 00:00:00,resolved,15.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-11-15,2023-11-18 00:00:00,2023-11-22 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,garbage overflow,2023-11-16,2023-11-18 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,sewage issue,2023-11-16,2023-11-16 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-11-16,2023-11-17 00:00:00,2023-11-20 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-11-16,2023-11-16 00:00:00,2023-11-17 00:00:00,2023-12-06 00:00:00,resolved,20.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-11-17,2023-11-18 00:00:00,2023-11-19 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,pothole,2023-11-17,2023-11-19 00:00:00,2023-11-20 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-17,2023-11-17 00:00:00,2023-11-21 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,damaged footpath,2023-11-17,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-11-18,2023-11-19 00:00:00,2023-11-23 00:00:00,2023-11-28 00:00:00,resolved,10.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-11-18,2023-11-18 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,pothole,2023-11-18,2023-11-21 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-18,2023-11-19 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,garbage overflow,2023-11-19,2023-11-20 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,water supply issue,2023-11-19,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-11-20,2023-11-23 00:00:00,2023-11-27 00:00:00,2023-12-05 00:00:00,resolved,15.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-11-20,2023-11-23 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-11-20,2023-11-21 00:00:00,2023-11-22 00:00:00,2023-11-30 00:00:00,resolved,10.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,damaged footpath,2023-11-20,2023-11-20 00:00:00,2023-11-22 00:00:00,2024-01-05 00:00:00,resolved,46.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-11-21,2023-11-22 00:00:00,2023-11-23 00:00:00,2023-12-26 00:00:00,resolved,35.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-21,2023-11-24 00:00:00,2023-11-26 00:00:00,2023-12-28 00:00:00,resolved,37.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-11-21,2023-11-24 00:00:00,2023-11-28 00:00:00,2023-12-07 00:00:00,resolved,16.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,damaged footpath,2023-11-21,2023-11-23 00:00:00,2023-11-26 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-11-21,2023-11-22 00:00:00,2023-11-24 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,garbage overflow,2023-11-21,2023-11-24 00:00:00,2023-11-25 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-11-21,2023-11-22 00:00:00,2023-11-26 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-21,2023-11-24 00:00:00,2023-11-25 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-22,2023-11-22 00:00:00,2023-11-27 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-11-22,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-11-22,2023-11-24 00:00:00,2023-11-25 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,water supply issue,2023-11-23,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,garbage overflow,2023-11-23,2023-11-23 00:00:00,2023-11-24 00:00:00,2023-12-21 00:00:00,resolved,28.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,damaged footpath,2023-11-23,2023-11-25 00:00:00,2023-11-27 00:00:00,2023-12-15 00:00:00,resolved,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-11-24,2023-11-24 00:00:00,2023-11-26 00:00:00,2023-12-14 00:00:00,resolved,20.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-11-24,2023-11-25 00:00:00,2023-11-27 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-11-24,2023-11-24 00:00:00,2023-11-27 00:00:00,2023-12-27 00:00:00,resolved,33.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-11-25,2023-11-28 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,garbage overflow,2023-11-25,2023-11-28 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,sewage issue,2023-11-25,2023-11-25 00:00:00,2023-11-28 00:00:00,2023-12-25 00:00:00,resolved,30.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,pothole,2023-11-25,2023-11-25 00:00:00,2023-11-28 00:00:00,2023-12-25 00:00:00,resolved,30.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,damaged footpath,2023-11-26,2023-11-26 00:00:00,2023-11-29 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,garbage overflow,2023-11-27,2023-11-30 00:00:00,2023-12-05 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-11-27,2023-11-30 00:00:00,2023-12-05 00:00:00,2023-12-17 00:00:00,resolved,20.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,water supply issue,2023-11-28,2023-11-28 00:00:00,2023-11-29 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,broken streetlight,2023-11-28,2023-11-29 00:00:00,2023-12-02 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-11-28,2023-11-30 00:00:00,2023-12-05 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-11-28,2023-11-28 00:00:00,2023-12-03 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-11-28,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-11-28,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,water supply issue,2023-11-28,2023-11-28 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-11-29,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-11-29,2023-12-02 00:00:00,2023-12-06 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-11-30,2023-12-02 00:00:00,2023-12-03 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-11-30,2023-12-02 00:00:00,2023-12-06 00:00:00,2023-12-13 00:00:00,resolved,13.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-11-30,2023-12-03 00:00:00,2023-12-08 00:00:00,2024-01-11 00:00:00,resolved,42.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,garbage overflow,2023-11-30,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-11-30,2023-12-01 00:00:00,2023-12-06 00:00:00,2023-12-14 00:00:00,resolved,14.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-12-01,2023-12-03 00:00:00,2023-12-07 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-12-01,2023-12-01 00:00:00,2023-12-02 00:00:00,2023-12-12 00:00:00,resolved,11.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-12-01,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-12-01,2023-12-01 00:00:00,2023-12-02 00:00:00,2024-01-13 00:00:00,resolved,43.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,broken streetlight,2023-12-02,2023-12-04 00:00:00,2023-12-05 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,garbage overflow,2023-12-02,2023-12-05 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,damaged footpath,2023-12-02,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-12-03,2023-12-06 00:00:00,2023-12-07 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-12-04,2023-12-05 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,garbage overflow,2023-12-04,2023-12-06 00:00:00,2023-12-11 00:00:00,2023-12-17 00:00:00,resolved,13.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-12-04,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,pothole,2023-12-04,2023-12-05 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,damaged footpath,2023-12-04,2023-12-06 00:00:00,2023-12-10 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,pothole,2023-12-05,2023-12-08 00:00:00,2023-12-10 00:00:00,2023-12-24 00:00:00,resolved,19.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-12-05,2023-12-06 00:00:00,2023-12-09 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-12-05,2023-12-06 00:00:00,2023-12-10 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,sewage issue,2023-12-06,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-12-06,2023-12-09 00:00:00,2023-12-10 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-12-06,2023-12-08 00:00:00,2023-12-13 00:00:00,2024-01-06 00:00:00,resolved,31.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,damaged footpath,2023-12-06,2023-12-08 00:00:00,2023-12-12 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,sewage issue,2023-12-06,2023-12-06 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-12-06,2023-12-06 00:00:00,2023-12-11 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,pothole,2023-12-06,2023-12-09 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-12-06,2023-12-07 00:00:00,2023-12-12 00:00:00,2023-12-24 00:00:00,resolved,18.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,pothole,2023-12-06,2023-12-06 00:00:00,2023-12-07 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,water supply issue,2023-12-07,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,indiranagar,broken streetlight,2023-12-07,2023-12-10 00:00:00,2023-12-11 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,damaged footpath,2023-12-07,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,pothole,2023-12-07,2023-12-08 00:00:00,2023-12-13 00:00:00,2023-12-23 00:00:00,resolved,16.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-12-07,2023-12-09 00:00:00,2023-12-10 00:00:00,2024-01-01 00:00:00,resolved,25.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-12-07,2023-12-09 00:00:00,2023-12-13 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,broken streetlight,2023-12-07,2023-12-09 00:00:00,2023-12-14 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,pothole,2023-12-08,2023-12-10 00:00:00,2023-12-14 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,broken streetlight,2023-12-08,2023-12-11 00:00:00,2023-12-15 00:00:00,2023-12-31 00:00:00,resolved,23.0,bengaluru_civic_issues_v6.csv
bengaluru,yelahanka,pothole,2023-12-08,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,garbage overflow,2023-12-08,unknown,unknown,unknown,ignored,22.0,bengaluru_civic_issues_v6.csv
bengaluru,jayanagar,damaged footpath,2023-12-08,2023-12-09 00:00:00,2023-12-13 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,garbage overflow,2023-12-08,2023-12-08 00:00:00,2023-12-10 00:00:00,2024-01-09 00:00:00,resolved,32.0,bengaluru_civic_issues_v6.csv
bengaluru,electronic city,sewage issue,2023-12-09,2023-12-10 00:00:00,2023-12-14 00:00:00,2024-01-01 00:00:00,resolved,23.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,pothole,2023-12-09,2023-12-12 00:00:00,2023-12-15 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,sewage issue,2023-12-10,2023-12-11 00:00:00,2023-12-13 00:00:00,2024-01-21 00:00:00,resolved,42.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,water supply issue,2023-12-10,2023-12-11 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,whitefield,pothole,2023-12-11,2023-12-11 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-12-11,2023-12-13 00:00:00,unknown,unknown,acknowledged,22.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,garbage overflow,2023-12-11,2023-12-13 00:00:00,2023-12-17 00:00:00,2023-12-23 00:00:00,resolved,12.0,bengaluru_civic_issues_v6.csv
bengaluru,btm layout,water supply issue,2023-12-12,2023-12-14 00:00:00,2023-12-18 00:00:00,unknown,in progress,22.0,bengaluru_civic_issues_v6.csv
